ID,Year_Birth,Education,Status,Income,Num_of_kids,Num_of_Teen,Registration_date,Recency,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Num_Web_Visits,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Complain,Cost_Contact,Revenue,Response,Education_num,Status_num,Age,age_bin,income_bin,Mnt_Fruits_min_max,Mnt_Meat_min_max,Mnt_sweet_min_max,Responded_any_time,Mnt_Wines_min_max,Mnt_Gold_Products_min_max,Mnt_Fish_min_max,Responded_old_campains,Responded
610,1953.0,PhD,Together,53593.0,1.0,1.0,07/08/2012,60,349.0,4.0,78.0,6.0,0.0,43.0,8.0,7.0,2.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,5,5,69.0,4.0,4.0,0.2337575351640991,0.020100502512562814,0.04466357308584687,0,0.02316602316602317,0.0,0.11878453038674033,0,0.0
6892,1968.0,Graduation,Divorced,61671.0,0.0,1.0,03/06/2014,23,641.0,7.0,56.0,0.0,0.0,28.0,8.0,10.0,4.0,6.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.0,0,2,3,54.0,3.0,5.0,0.4293369055592766,0.035175879396984924,0.03190255220417633,1,0.0,0.0,0.07734806629834254,0,1.0
6658,1972.0,Graduation,Together,59868.0,0.0,1.0,22/07/2013,37,771.0,51.0,154.0,54.0,10.0,154.0,7.0,11.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,5,50.0,3.0,4.0,0.5164099129269926,0.2562814070351759,0.08874709976798144,0,0.2084942084942085,0.03802281368821293,0.42541436464088395,0,0.0
5314,1951.0,Graduation,Together,40689.0,0.0,1.0,18/03/2013,69,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,5,71.0,4.0,3.0,0.18084393837910248,0.01507537688442211,0.015081206496519721,0,0.15057915057915058,0.022813688212927757,0.2734806629834254,0,0.0
1710,1978.0,Graduation,Single,30168.0,1.0,0.0,07/03/2013,51,154.0,20.0,66.0,0.0,12.0,27.0,7.0,6.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,44.0,2.0,2.0,0.10314802411252512,0.10050251256281408,0.037703016241299306,0,0.0,0.045627376425855515,0.07458563535911603,0,0.0
1409,1951.0,Graduation,,40689.0,0.0,1.0,18/03/2013,69,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,71.0,4.0,3.0,0.18084393837910248,0.01507537688442211,0.015081206496519721,0,0.15057915057915058,0.022813688212927757,0.2734806629834254,0,0.0
5995,1962.0,Graduation,Divorced,39552.0,1.0,1.0,18/12/2012,54,165.0,3.0,147.0,4.0,24.0,41.0,7.0,6.0,2.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,2,3,60.0,3.0,3.0,0.11051574012056262,0.01507537688442211,0.08468677494199535,0,0.015444015444015444,0.09125475285171103,0.11325966850828728,0,0.0
11171,1965.0,Master,Married,56962.0,2.0,1.0,11/10/2013,60,292.0,3.0,77.0,10.0,3.0,26.0,7.0,6.0,3.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,4,57.0,3.0,4.0,0.19557937039517748,0.01507537688442211,0.04408352668213457,0,0.03861003861003861,0.011406844106463879,0.0718232044198895,0,0.0
3298,1956.0,Master,Married,52973.0,0.0,1.0,08/11/2012,92,856.0,0.0,76.0,12.0,9.0,199.0,7.0,9.0,6.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,4,66.0,4.0,4.0,0.5733422638981915,0.0,0.04350348027842227,0,0.04633204633204634,0.034220532319391636,0.5497237569060773,0,0.0
4093,1975.0,Master,Together,53253.0,1.0,1.0,11/02/2013,61,216.0,9.0,57.0,20.0,9.0,125.0,7.0,4.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,5,47.0,3.0,4.0,0.144675150703282,0.04522613065326633,0.03248259860788863,0,0.07722007722007722,0.034220532319391636,0.3453038674033149,0,0.0
4381,1971.0,PhD,Married,46463.0,1.0,1.0,18/08/2013,56,163.0,2.0,40.0,8.0,11.0,11.0,7.0,3.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,5,4,51.0,3.0,3.0,0.10917615539182852,0.010050251256281407,0.02262180974477958,0,0.03088803088803089,0.04182509505703422,0.03038674033149171,0,0.0
564,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1.0
10581,1977.0,Graduation,Married,41124.0,1.0,0.0,31/10/2012,41,281.0,7.0,84.0,15.0,0.0,119.0,7.0,7.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,45.0,2.0,3.0,0.18821165438714,0.035175879396984924,0.048143851508120644,0,0.05791505791505792,0.0,0.3287292817679558,0,0.0
4001,1946.0,PhD,Together,64014.0,2.0,1.0,10/06/2014,56,406.0,0.0,30.0,0.0,0.0,8.0,7.0,8.0,2.0,5.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0,5,5,76.0,5.0,5.0,0.27193569993302075,0.0,0.016821345707656612,1,0.0,0.0,0.022099447513812154,0,1.0
773,1971.0,Master,Divorced,42835.0,1.0,1.0,30/06/2013,64,379.0,4.0,93.0,12.0,9.0,98.0,7.0,6.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,3,51.0,3.0,3.0,0.25385130609511053,0.020100502512562814,0.05336426914153132,0,0.04633204633204634,0.034220532319391636,0.27071823204419887,0,0.0
6059,1953.0,PhD,Together,64504.0,1.0,2.0,04/03/2013,81,986.0,36.0,168.0,16.0,0.0,108.0,7.0,11.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,5,5,69.0,4.0,5.0,0.6604152712659076,0.18090452261306533,0.09686774941995359,0,0.06177606177606178,0.0,0.2983425414364641,0,0.0
9384,1978.0,Graduation,Married,66373.0,1.0,1.0,12/06/2013,57,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,44.0,2.0,5.0,0.21969189551239116,0.04522613065326633,0.07134570765661252,0,0.04633204633204634,0.09125475285171103,0.3011049723756906,0,0.0
955,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1.0
2632,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1.0
246,1965.0,Graduation,Married,66480.0,1.0,1.0,31/05/2014,71,199.0,9.0,57.0,20.0,21.0,6.0,7.0,4.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,57.0,3.0,5.0,0.1332886805090422,0.04522613065326633,0.03248259860788863,0,0.07722007722007722,0.07984790874524715,0.016574585635359115,0,0.0
6439,1958.0,Graduation,Married,61074.0,0.0,1.0,17/08/2012,37,789.0,0.0,133.0,0.0,28.0,152.0,7.0,11.0,5.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,64.0,4.0,5.0,0.5284661754855995,0.0,0.0765661252900232,0,0.0,0.10646387832699619,0.4198895027624309,0,0.0
5136,1973.0,Graduation,Single,65333.0,0.0,1.0,17/01/2014,58,654.0,7.0,92.0,0.0,15.0,30.0,7.0,9.0,4.0,8.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,0,2,2,49.0,3.0,5.0,0.43804420629604823,0.035175879396984924,0.05278422273781902,1,0.0,0.057034220532319393,0.08287292817679558,0,1.0
2350,1972.0,Graduation,Married,59666.0,1.0,1.0,22/03/2013,87,623.0,53.0,178.0,23.0,17.0,133.0,7.0,3.0,2.0,8.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,50.0,3.0,4.0,0.4172806430006698,0.2663316582914573,0.10266821345707657,1,0.0888030888030888,0.06463878326996197,0.3674033149171271,0,1.0
3310,1973.0,2n Cycle,Married,35688.0,2.0,1.0,22/08/2012,94,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,4,49.0,3.0,2.0,0.04889484259879437,0.01507537688442211,0.05162412993039443,0,0.04633204633204634,0.0038022813688212928,0.08839779005524862,0,0.0
1456,1979.0,Graduation,Single,60474.0,0.0,1.0,01/04/2013,25,265.0,199.0,303.0,234.0,9.0,170.0,7.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,43.0,2.0,5.0,0.17749497655726723,1.0,0.1751740139211137,0,0.9034749034749034,0.034220532319391636,0.46961325966850825,0,0.0
5633,1980.0,Graduation,Married,50183.0,1.0,1.0,25/06/2014,47,97.0,12.0,84.0,13.0,10.0,15.0,7.0,3.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,42.0,2.0,4.0,0.06496985934360348,0.06030150753768844,0.048143851508120644,0,0.0501930501930502,0.03802281368821293,0.04143646408839779,0,0.0
7250,1978.0,Graduation,Together,57867.0,1.0,0.0,01/10/2013,48,344.0,35.0,178.0,15.0,23.0,17.0,7.0,7.0,2.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,5,44.0,2.0,4.0,0.2304085733422639,0.17587939698492464,0.10266821345707657,0,0.05791505791505792,0.08745247148288973,0.04696132596685083,0,0.0
5885,1973.0,2n Cycle,Married,35688.0,2.0,1.0,22/08/2012,94,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,4,49.0,3.0,2.0,0.04889484259879437,0.01507537688442211,0.05162412993039443,0,0.04633204633204634,0.0038022813688212928,0.08839779005524862,0,0.0
9483,1959.0,Graduation,Together,57957.0,0.0,1.0,19/08/2013,24,290.0,59.0,177.0,77.0,5.0,29.0,7.0,4.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0,2,5,63.0,4.0,4.0,0.1942397856664434,0.2964824120603015,0.10208816705336426,0,0.2972972972972973,0.019011406844106463,0.08011049723756905,0,0.0
9381,1978.0,Graduation,Married,66373.0,1.0,1.0,12/06/2013,57,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,44.0,2.0,5.0,0.21969189551239116,0.04522613065326633,0.07134570765661252,0,0.04633204633204634,0.09125475285171103,0.3011049723756906,0,0.0
4865,1974.0,Master,Divorced,53367.0,1.0,1.0,31/08/2013,2,229.0,7.0,140.0,10.0,3.0,11.0,7.0,5.0,1.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,3,3,48.0,3.0,4.0,0.15338245144005358,0.035175879396984924,0.08062645011600927,0,0.03861003861003861,0.011406844106463879,0.03038674033149171,0,0.0
5529,1946.0,PhD,Together,64014.0,2.0,1.0,10/06/2014,56,406.0,0.0,30.0,0.0,0.0,8.0,7.0,8.0,2.0,5.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0,5,5,76.0,5.0,5.0,0.27193569993302075,0.0,0.016821345707656612,1,0.0,0.0,0.022099447513812154,0,1.0
1357,1970.0,Graduation,Together,74854.0,1.0,2.0,08/04/2013,90,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,5,52.0,3.0,6.0,0.5733422638981915,0.2964824120603015,0.2819025522041763,0,0.22393822393822393,0.11026615969581749,0.2016574585635359,0,0.0
7230,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1.0
2072,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1.0
7101,1963.0,PhD,Widow,52278.0,0.0,1.0,25/01/2013,24,953.0,0.0,71.0,0.0,0.0,174.0,6.0,10.0,5.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,5,6,59.0,3.0,4.0,0.638312123241795,0.0,0.04060324825986078,0,0.0,0.0,0.48066298342541436,0,0.0
6299,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1.0
9212,1962.0,Master,Married,72828.0,0.0,1.0,14/02/2013,17,1205.0,0.0,235.0,19.0,14.0,205.0,6.0,6.0,3.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,4,60.0,3.0,6.0,0.8070997990622907,0.0,0.1357308584686775,0,0.07335907335907337,0.053231939163498096,0.5662983425414364,0,0.0
