ID,Education,Status,Income,Num_of_kids,Num_of_Teen,Registration_date,Recency,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Response,Age_Bin,Income_min_max,Income_Bin,Revenue_upd,Cost_Contact_upd,Complain_upd,Num_Web_Visits_upd,Age_upd,Age_norm_upd,Mnt_Meat_min_max_upd,Mnt_Fruits_min_max_upd,Mnt_sweet_min_max_upd,Mnt_Wines_min_max_upd,Mnt_Gold_Products_min_max_upd,Mnt_Fish_min_max_upd
2408,Graduation,Married,51983.0,1.0,1.0,20/11/2012,20,490.0,0.0,184.0,10.0,28.0,21.0,12.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,11.0,3.0,0.0,14.0,46.0,-0.58261015943953,0.0,0.3281982585398526,0.10614849187935034,0.03861003861003861,0.10646387832699619,0.058011049723756904
1081,PhD,Married,75283.0,1.0,2.0,27/03/2013,26,733.0,9.0,180.0,12.0,19.0,66.0,11.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.11061666085157068,0.0,11.0,3.0,0.0,8.0,65.0,1.009505712279141,0.04522613065326633,0.49095780308104486,0.10382830626450115,0.04633204633204634,0.07224334600760456,0.18232044198895025
4491,Master,Married,62845.0,1.0,1.0,01/10/2012,3,1099.0,0.0,45.0,0.0,0.0,34.0,11.0,3.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0,3.0,0.0919111012187639,0.0,11.0,3.0,0.0,16.0,73.0,1.6798702898448974,0.0,0.7361018084393838,0.025522041763341066,0.0,0.0,0.09392265193370165
3678,Graduation,Widow,60208.0,1.0,1.0,07/10/2012,13,488.0,23.0,71.0,15.0,0.0,59.0,11.0,8.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.08794530601441342,0.0,11.0,3.0,0.0,14.0,49.0,-0.3312234428523714,0.11557788944723618,0.32685867381111855,0.04060324825986078,0.05791505791505792,0.0,0.16298342541436464
873,Master,Married,62845.0,1.0,1.0,01/10/2012,3,1099.0,0.0,45.0,0.0,0.0,34.0,11.0,3.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,1,3.0,0.0919111012187639,0.0,11.0,3.0,0.0,16.0,73.0,1.6798702898448974,0.0,0.7361018084393838,0.025522041763341066,0.0,0.0,0.09392265193370165
531,PhD,Divorced,57333.0,0.0,1.0,22/09/2012,55,941.0,14.0,397.0,76.0,58.0,176.0,11.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.08362158162590083,0.0,11.0,3.0,0.0,12.0,68.0,1.2608924288662997,0.07035175879396985,0.6302746148693905,0.2296983758700696,0.29343629343629346,0.22053231939163498,0.4861878453038674
967,Graduation,Married,46049.0,1.0,1.0,21/07/2013,11,342.0,9.0,112.0,19.0,14.0,19.0,10.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.06665152736503964,0.0,11.0,3.0,0.0,0.0,46.0,-0.58261015943953,0.04522613065326633,0.2290689886135298,0.06438515081206496,0.07335907335907337,0.053231939163498096,0.052486187845303865
5207,PhD,Married,53378.0,1.0,1.0,24/09/2012,41,489.0,6.0,152.0,8.0,6.0,132.0,10.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.07767364077144266,0.0,11.0,3.0,0.0,16.0,59.0,0.5067322791048239,0.03015075376884422,0.3275284661754856,0.08758700696055684,0.03088803088803089,0.022813688212927757,0.3646408839779005
3478,PhD,Married,60585.0,1.0,1.0,24/06/2013,17,267.0,42.0,309.0,55.0,42.0,21.0,10.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.08851227787335925,0.0,11.0,3.0,0.0,10.0,51.0,-0.16363229846093233,0.21105527638190955,0.17883456128600134,0.17865429234338748,0.21235521235521235,0.1596958174904943,0.058011049723756904
2877,Master,Together,46014.0,1.0,1.0,21/01/2013,21,410.0,0.0,59.0,19.0,9.0,44.0,10.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.06659889072030993,0.0,11.0,3.0,0.0,14.0,48.0,-0.4150190150480909,0.0,0.27461486939048896,0.03364269141531322,0.07335907335907337,0.034220532319391636,0.12154696132596685
4974,Graduation,Single,83273.0,1.0,2.0,25/09/2012,98,433.0,89.0,650.0,16.0,102.0,102.0,10.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.1226328548912978,0.0,11.0,3.0,0.0,14.0,52.0,-0.0798367262652128,0.4472361809045226,0.290020093770931,0.37645011600928074,0.06177606177606178,0.38783269961977185,0.281767955801105
8581,Master,Married,49505.0,1.0,1.0,05/03/2013,4,604.0,0.0,100.0,19.0,0.0,28.0,9.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.07184902005606554,0.0,11.0,3.0,0.0,16.0,51.0,-0.16363229846093233,0.0,0.4045545880776959,0.057424593967517396,0.07335907335907337,0.0,0.07734806629834254
4168,Graduation,Single,37070.0,1.0,1.0,20/03/2013,30,231.0,7.0,137.0,4.0,15.0,39.0,9.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.05314797213566418,0.0,11.0,3.0,0.0,14.0,56.0,0.2553455625176653,0.035175879396984924,0.15472203616878766,0.07888631090487239,0.015444015444015444,0.057034220532319393,0.10773480662983426
6097,Graduation,Single,50664.0,1.0,1.0,16/01/2013,64,313.0,8.0,104.0,6.0,4.0,126.0,9.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.07359204494868679,0.0,11.0,3.0,0.0,18.0,63.0,0.841914567887702,0.04020100502512563,0.20964501004688546,0.05974477958236658,0.02316602316602317,0.015209125475285171,0.34806629834254144
8825,Graduation,Together,51195.0,1.0,1.0,01/04/2013,46,230.0,14.0,156.0,82.0,24.0,58.0,8.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.07439061804444337,0.0,11.0,3.0,0.0,16.0,60.0,0.5905278513005434,0.07035175879396985,0.15405224380442062,0.08990719257540603,0.31660231660231664,0.09125475285171103,0.1602209944751381
8957,2n Cycle,Single,64831.0,1.0,1.0,10/06/2013,51,480.0,86.0,249.0,75.0,86.0,144.0,8.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.09489785483114165,0.0,11.0,3.0,0.0,12.0,70.0,1.4284835732577388,0.4321608040201005,0.3215003348961822,0.14385150812064965,0.2895752895752896,0.3269961977186312,0.39779005524861877
6927,PhD,Married,44377.0,1.0,1.0,05/10/2012,70,224.0,0.0,30.0,0.0,0.0,10.0,8.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.06413699965109423,0.0,11.0,3.0,0.0,0.0,54.0,0.08775441812622625,0.0,0.15003348961821836,0.016821345707656612,0.0,0.0,0.027624309392265192
1406,Graduation,Single,53201.0,1.0,1.0,12/02/2013,49,280.0,7.0,81.0,20.0,0.0,27.0,8.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0774074497395238,0.0,11.0,3.0,0.0,0.0,47.0,-0.49881458724381045,0.035175879396984924,0.18754186202277293,0.04640371229698376,0.07722007722007722,0.0,0.07458563535911603
635,Master,Married,57183.0,1.0,1.0,19/03/2013,51,464.0,5.0,64.0,7.0,0.0,70.0,8.0,9.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.08339599600563062,0.0,11.0,3.0,0.0,16.0,56.0,0.2553455625176653,0.02512562814070352,0.31078365706630945,0.036542923433874705,0.02702702702702703,0.0,0.19337016574585636
2223,2n Cycle,Divorced,64176.0,0.0,1.0,03/08/2012,52,1215.0,33.0,249.0,64.0,116.0,149.0,8.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.09391279762262834,0.0,11.0,3.0,0.0,12.0,57.0,0.33914113471338486,0.1658291457286432,0.8137977227059611,0.14385150812064965,0.2471042471042471,0.44106463878326996,0.4116022099447514
8897,Graduation,Single,42720.0,1.0,1.0,24/04/2013,9,392.0,5.0,91.0,28.0,26.0,112.0,8.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.06164503049917586,0.0,11.0,3.0,0.0,16.0,57.0,0.33914113471338486,0.02512562814070352,0.2625586068318821,0.05220417633410672,0.10810810810810811,0.09885931558935361,0.30939226519337015
7129,PhD,Married,54693.0,0.0,1.0,17/02/2013,72,686.0,17.0,142.0,23.0,26.0,35.0,8.0,6.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.07965127470914495,0.0,11.0,3.0,0.0,12.0,60.0,0.5905278513005434,0.08542713567839195,0.4594775619557937,0.08178654292343386,0.0888030888030888,0.09885931558935361,0.09668508287292818
4478,Graduation,Married,63777.0,1.0,1.0,24/03/2013,87,457.0,5.0,106.0,15.0,17.0,53.0,8.0,11.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.09331273987270955,0.0,11.0,3.0,0.0,16.0,43.0,-0.8339968760266886,0.02512562814070352,0.3060951105157401,0.060904872389791184,0.05791505791505792,0.06463878326996197,0.1464088397790055
610,PhD,Together,53593.0,1.0,1.0,07/08/2012,60,349.0,4.0,78.0,6.0,0.0,43.0,8.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.07799698016049665,0.0,11.0,3.0,0.0,16.0,69.0,1.3446880010620192,0.020100502512562814,0.2337575351640991,0.04466357308584687,0.02316602316602317,0.0,0.11878453038674033
6892,Graduation,Divorced,61671.0,0.0,1.0,03/06/2014,23,641.0,7.0,56.0,0.0,0.0,28.0,8.0,10.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0.09014551776411564,0.0,11.0,3.0,0.0,16.0,54.0,0.08775441812622625,0.035175879396984924,0.4293369055592766,0.03190255220417633,0.0,0.0,0.07734806629834254
6658,Graduation,Together,59868.0,0.0,1.0,22/07/2013,37,771.0,51.0,154.0,54.0,10.0,154.0,7.0,11.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.08743397860846758,0.0,11.0,3.0,0.0,12.0,50.0,-0.24742787065665187,0.2562814070351759,0.5164099129269926,0.08874709976798144,0.2084942084942085,0.03802281368821293,0.42541436464088395
5314,Graduation,Together,40689.0,0.0,1.0,18/03/2013,69,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.05859060120071706,0.0,11.0,3.0,0.0,16.0,71.0,1.5122791454534583,0.01507537688442211,0.18084393837910248,0.015081206496519721,0.15057915057915058,0.022813688212927757,0.2734806629834254
1710,Graduation,Single,30168.0,1.0,0.0,07/03/2013,51,154.0,20.0,66.0,0.0,12.0,27.0,7.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.04276802579496373,0.0,11.0,3.0,0.0,18.0,44.0,-0.7502013038309691,0.10050251256281408,0.10314802411252512,0.037703016241299306,0.0,0.045627376425855515,0.07458563535911603
1409,Graduation,,40689.0,0.0,1.0,18/03/2013,69,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.05859060120071706,0.0,11.0,3.0,0.0,16.0,71.0,1.5122791454534583,0.01507537688442211,0.18084393837910248,0.015081206496519721,0.15057915057915058,0.022813688212927757,0.2734806629834254
5995,Graduation,Divorced,39552.0,1.0,1.0,18/12/2012,54,165.0,3.0,147.0,4.0,24.0,41.0,7.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.05688066219906878,0.0,11.0,3.0,0.0,16.0,60.0,0.5905278513005434,0.01507537688442211,0.11051574012056262,0.08468677494199535,0.015444015444015444,0.09125475285171103,0.11325966850828728
11171,Master,Married,56962.0,2.0,1.0,11/10/2013,60,292.0,3.0,77.0,10.0,3.0,26.0,7.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.08306363319176582,0.0,11.0,3.0,0.0,14.0,57.0,0.33914113471338486,0.01507537688442211,0.19557937039517748,0.04408352668213457,0.03861003861003861,0.011406844106463879,0.0718232044198895
3298,Master,Married,52973.0,0.0,1.0,08/11/2012,92,856.0,0.0,76.0,12.0,9.0,199.0,7.0,9.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.07706455959671307,0.0,11.0,3.0,0.0,16.0,66.0,1.0933012844748606,0.0,0.5733422638981915,0.04350348027842227,0.04633204633204634,0.034220532319391636,0.5497237569060773
4093,Master,Together,53253.0,1.0,1.0,11/02/2013,61,216.0,9.0,57.0,20.0,9.0,125.0,7.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.07748565275455081,0.0,11.0,3.0,0.0,10.0,47.0,-0.49881458724381045,0.04522613065326633,0.144675150703282,0.03248259860788863,0.07722007722007722,0.034220532319391636,0.3453038674033149
4381,PhD,Married,46463.0,1.0,1.0,18/08/2013,56,163.0,2.0,40.0,8.0,11.0,11.0,7.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.06727414367698545,0.0,11.0,3.0,0.0,12.0,51.0,-0.16363229846093233,0.010050251256281407,0.10917615539182852,0.02262180974477958,0.03088803088803089,0.04182509505703422,0.03038674033149171
564,PhD,Together,56937.0,1.0,0.0,04/08/2012,81,746.0,8.0,125.0,11.0,8.0,8.0,7.0,8.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.08302603558838745,0.0,11.0,3.0,0.0,12.0,41.0,-1.0015880204181276,0.04020100502512563,0.4996651038178165,0.07192575406032482,0.04247104247104247,0.030418250950570342,0.022099447513812154
10581,Graduation,Married,41124.0,1.0,,31/10/2012,41,281.0,7.0,84.0,15.0,0.0,119.0,7.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.059244799499500705,0.0,11.0,3.0,0.0,16.0,45.0,-0.6664057316352495,0.035175879396984924,0.18821165438714,0.048143851508120644,0.05791505791505792,0.0,0.3287292817679558
4001,PhD,Together,64014.0,2.0,1.0,10/06/2014,56,406.0,0.0,30.0,0.0,0.0,8.0,7.0,8.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0936691651527365,0.0,11.0,3.0,0.0,14.0,76.0,1.931257006432056,0.0,0.27193569993302075,0.016821345707656612,0.0,0.0,0.022099447513812154
773,Master,Divorced,42835.0,1.0,1.0,30/06/2013,64,379.0,4.0,93.0,12.0,9.0,98.0,7.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.06181797947471636,0.0,11.0,3.0,0.0,12.0,51.0,-0.16363229846093233,0.020100502512562814,0.25385130609511053,0.05336426914153132,0.04633204633204634,0.034220532319391636,0.27071823204419887
6059,PhD,Together,64504.0,1.0,2.0,04/03/2013,81,986.0,36.0,168.0,16.0,0.0,108.0,7.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.09440607817895257,0.0,11.0,3.0,0.0,14.0,69.0,1.3446880010620192,0.18090452261306533,0.6604152712659076,0.09686774941995359,0.06177606177606178,0.0,0.2983425414364641
9384,Graduation,Married,66373.0,1.0,1.0,12/06/2013,57,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.09721687500751952,0.0,11.0,3.0,0.0,6.0,44.0,-0.7502013038309691,0.04522613065326633,0.21969189551239116,0.07134570765661252,0.04633204633204634,0.09125475285171103,0.3011049723756906
955,Master,Together,47175.0,1.0,1.0,28/10/2012,81,167.0,2.0,44.0,6.0,2.0,19.0,7.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,2.0,0.06834492342120144,0.0,11.0,3.0,0.0,16.0,60.0,0.5905278513005434,0.010050251256281407,0.11185532484929671,0.02494199535962877,0.02316602316602317,0.0076045627376425855,0.052486187845303865
2632,Graduation,Married,50501.0,1.0,1.0,18/06/2013,10,297.0,0.0,38.0,13.0,0.0,152.0,7.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1,3.0,0.07334690857465982,0.0,11.0,3.0,0.0,12.0,68.0,1.2608924288662997,0.0,0.19892833221701273,0.021461716937354988,0.0501930501930502,0.0,0.4198895027624309
246,Graduation,Married,66480.0,1.0,1.0,31/05/2014,71,199.0,9.0,57.0,20.0,21.0,6.0,7.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.09737779274997894,0.0,11.0,3.0,0.0,8.0,57.0,0.33914113471338486,0.04522613065326633,0.1332886805090422,0.03248259860788863,0.07722007722007722,0.07984790874524715,0.016574585635359115
6439,Graduation,Married,61074.0,0.0,1.0,17/08/2012,37,789.0,0.0,133.0,0.0,28.0,152.0,7.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.08924768699544017,0.0,11.0,3.0,0.0,14.0,64.0,0.9257101400834216,0.0,0.5284661754855995,0.0765661252900232,0.0,0.10646387832699619,0.4198895027624309
5136,Graduation,Single,65333.0,0.0,1.0,17/01/2014,58,654.0,7.0,92.0,0.0,15.0,30.0,7.0,9.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,0,2.0,0.09565281470697931,0.0,11.0,3.0,0.0,12.0,49.0,-0.3312234428523714,0.035175879396984924,0.43804420629604823,0.05278422273781902,0.0,0.057034220532319393,0.08287292817679558
2350,Graduation,Married,59666.0,1.0,1.0,22/03/2013,87,623.0,53.0,178.0,23.0,17.0,133.0,7.0,3.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0,2.0,0.08713018997317035,0.0,11.0,3.0,0.0,16.0,50.0,-0.24742787065665187,0.2663316582914573,0.4172806430006698,0.10266821345707657,0.0888030888030888,0.06463878326996197,0.3674033149171271
3310,2n Cycle,Married,35688.0,2.0,1.0,22/08/2012,94,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.05106957662090788,0.0,11.0,3.0,0.0,16.0,49.0,-0.3312234428523714,0.01507537688442211,0.04889484259879437,0.05162412993039443,0.04633204633204634,0.0038022813688212928,0.08839779005524862
1456,Graduation,Single,60474.0,0.0,1.0,01/04/2013,25,265.0,199.0,303.0,234.0,9.0,170.0,7.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.08834534451435927,0.0,11.0,3.0,0.0,0.0,43.0,-0.8339968760266886,1.0,0.17749497655726723,0.1751740139211137,0.9034749034749034,0.034220532319391636,0.46961325966850825
5633,Graduation,Married,50183.0,1.0,1.0,25/06/2014,47,97.0,12.0,84.0,13.0,10.0,15.0,7.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.07286866705968695,0.0,11.0,3.0,0.0,10.0,42.0,-0.9177924482224081,0.06030150753768844,0.06496985934360348,0.048143851508120644,0.0501930501930502,0.03802281368821293,0.04143646408839779
7250,Graduation,Together,57867.0,1.0,0.0,01/10/2013,48,344.0,35.0,178.0,15.0,23.0,17.0,7.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.08442466643406282,0.0,11.0,3.0,0.0,12.0,44.0,-0.7502013038309691,0.17587939698492464,0.2304085733422639,0.10266821345707657,0.05791505791505792,0.08745247148288973,0.04696132596685083
5885,2n Cycle,Married,35688.0,2.0,1.0,22/08/2012,94,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.05106957662090788,0.0,11.0,3.0,0.0,16.0,49.0,-0.3312234428523714,0.01507537688442211,0.04889484259879437,0.05162412993039443,0.04633204633204634,0.0038022813688212928,0.08839779005524862
9483,Graduation,Together,57957.0,0.0,1.0,19/08/2013,24,290.0,59.0,177.0,77.0,5.0,29.0,7.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.08456001780622496,0.0,11.0,3.0,1.0,6.0,63.0,0.841914567887702,0.2964824120603015,0.1942397856664434,0.10208816705336426,0.2972972972972973,0.019011406844106463,0.08011049723756905
9381,Graduation,Married,66373.0,1.0,1.0,12/06/2013,57,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.09721687500751952,0.0,11.0,3.0,0.0,6.0,44.0,-0.7502013038309691,0.04522613065326633,0.21969189551239116,0.07134570765661252,0.04633204633204634,0.09125475285171103,0.3011049723756906
4865,Master,Divorced,53367.0,1.0,1.0,31/08/2013,2,229.0,7.0,140.0,10.0,3.0,11.0,7.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.07765709782595619,0.0,11.0,3.0,0.0,14.0,48.0,-0.4150190150480909,0.035175879396984924,0.15338245144005358,0.08062645011600927,0.03861003861003861,0.011406844106463879,0.03038674033149171
5529,PhD,Together,64014.0,2.0,1.0,10/06/2014,56,406.0,0.0,30.0,0.0,0.0,8.0,7.0,8.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0936691651527365,0.0,11.0,3.0,0.0,14.0,76.0,1.931257006432056,0.0,0.27193569993302075,0.016821345707656612,0.0,0.0,0.022099447513812154
1357,Graduation,Together,74854.0,1.0,2.0,08/04/2013,90,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.10997148597759784,0.0,11.0,3.0,0.0,10.0,52.0,-0.0798367262652128,0.2964824120603015,0.5733422638981915,0.2819025522041763,0.22393822393822393,0.11026615969581749,0.2016574585635359
7230,PhD,Divorced,50611.0,0.0,1.0,04/10/2012,98,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.07351233802952464,0.0,11.0,3.0,0.0,12.0,62.0,0.7581189956919825,0.0,0.3074346952444742,0.01334106728538283,0.02316602316602317,0.0,0.011049723756906077
2072,PhD,Together,53374.0,0.0,1.0,16/08/2012,34,896.0,10.0,101.0,13.0,10.0,34.0,6.0,4.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,1,2.0,0.07766762515490212,0.0,11.0,3.0,0.0,18.0,53.0,0.003958845930506725,0.05025125628140704,0.6001339584728734,0.058004640371229696,0.0501930501930502,0.03802281368821293,0.09392265193370165
7101,PhD,Widow,52278.0,0.0,1.0,25/01/2013,24,953.0,0.0,71.0,0.0,0.0,174.0,6.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.07601934622279437,0.0,11.0,3.0,0.0,16.0,59.0,0.5067322791048239,0.0,0.638312123241795,0.04060324825986078,0.0,0.0,0.48066298342541436
