ID,Education,Status,Income,Num_of_kids,Num_of_Teen,Registration_date,Recency,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Response,Age_Bin,Income_min_max,Income_Bin,Revenue_upd,Cost_Contact_upd,Complain_upd,Num_Web_Visits_upd,Age_upd,Age_norm_upd,Mnt_Meat_min_max_upd,Mnt_Fruits_min_max_upd,Mnt_sweet_min_max_upd,Mnt_Wines_min_max_upd,Mnt_Gold_Products_min_max_upd,Mnt_Fish_min_max_upd,Status_num,Education_num
2408,Graduation,Married,51983.0,1.0,1.0,20/11/2012,20,490.0,0.0,184.0,10.0,28.0,21.0,12.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.075577,,11.0,3.0,0.0,14.0,46.0,-0.58261015943953,0.0,0.3281982585398526,0.1061484918793503,0.0386100386100386,0.1064638783269961,0.0580110497237569,4,2
1081,PhD,Married,75283.0,1.0,2.0,27/03/2013,26,733.0,9.0,180.0,12.0,19.0,66.0,11.0,11.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.1106166608515706,0.0,11.0,3.0,0.0,8.0,65.0,1.009505712279141,0.0452261306532663,0.4909578030810448,0.1038283062645011,0.0463320463320463,0.0722433460076045,0.1823204419889502,4,5
4491,Master,Married,62845.0,1.0,1.0,01/10/2012,3,1099.0,0.0,45.0,0.0,0.0,34.0,11.0,11.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0,3.0,0.0919111012187639,0.0,11.0,3.0,0.0,16.0,73.0,1.6798702898448974,0.0,0.7361018084393838,0.025522041763341,0.0,0.0,0.0939226519337016,4,3
3678,Graduation,Widow,60208.0,1.0,1.0,07/10/2012,13,488.0,23.0,71.0,15.0,0.0,59.0,11.0,11.0,11.0,7.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.0879453060144134,0.0,11.0,3.0,0.0,14.0,49.0,-0.3312234428523714,0.1155778894472361,0.3268586738111185,0.0406032482598607,0.0579150579150579,0.0,0.1629834254143646,6,2
873,Master,Married,62845.0,1.0,1.0,01/10/2012,3,1099.0,0.0,45.0,0.0,0.0,34.0,11.0,11.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,1,3.0,0.0919111012187639,0.0,11.0,3.0,0.0,16.0,73.0,1.6798702898448974,0.0,0.7361018084393838,0.025522041763341,0.0,0.0,0.0939226519337016,4,3
531,PhD,Divorced,57333.0,0.0,1.0,22/09/2012,55,941.0,14.0,397.0,76.0,58.0,176.0,11.0,11.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0836215816259008,0.0,11.0,3.0,0.0,12.0,68.0,1.2608924288662997,0.0703517587939698,0.6302746148693905,0.2296983758700696,0.2934362934362934,0.2205323193916349,0.4861878453038674,3,5
967,Graduation,Married,46049.0,1.0,1.0,21/07/2013,11,342.0,9.0,112.0,19.0,14.0,19.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0666515273650396,0.0,11.0,3.0,0.0,0.0,46.0,-0.58261015943953,0.0452261306532663,0.2290689886135298,0.0643851508120649,0.0733590733590733,0.053231939163498,0.0524861878453038,4,2
5207,PhD,Married,53378.0,1.0,1.0,24/09/2012,41,489.0,6.0,152.0,8.0,6.0,132.0,10.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0776736407714426,0.0,11.0,3.0,0.0,16.0,59.0,0.5067322791048239,0.0301507537688442,0.3275284661754856,0.0875870069605568,0.0308880308880308,0.0228136882129277,0.3646408839779005,4,5
3478,PhD,Married,60585.0,1.0,1.0,24/06/2013,17,267.0,42.0,309.0,55.0,42.0,21.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0885122778733592,0.0,11.0,3.0,0.0,10.0,51.0,-0.1636322984609323,0.2110552763819095,0.1788345612860013,0.1786542923433874,0.2123552123552123,0.1596958174904943,0.0580110497237569,4,5
2877,Master,Together,46014.0,1.0,1.0,21/01/2013,21,410.0,0.0,59.0,19.0,9.0,44.0,10.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0665988907203099,0.0,11.0,3.0,0.0,14.0,48.0,-0.4150190150480909,0.0,0.2746148693904889,0.0336426914153132,0.0733590733590733,0.0342205323193916,0.1215469613259668,5,3
4974,Graduation,Single,83273.0,1.0,2.0,25/09/2012,98,433.0,89.0,650.0,16.0,102.0,102.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.1226328548912978,0.0,11.0,3.0,0.0,14.0,52.0,-0.0798367262652128,0.4472361809045226,0.290020093770931,0.3764501160092807,0.0617760617760617,0.3878326996197718,0.281767955801105,2,2
8581,Master,Married,49505.0,1.0,1.0,05/03/2013,4,604.0,0.0,100.0,19.0,0.0,28.0,9.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0718490200560655,0.0,11.0,3.0,0.0,16.0,51.0,-0.1636322984609323,0.0,0.4045545880776959,0.0574245939675173,0.0733590733590733,0.0,0.0773480662983425,4,3
4168,Graduation,Single,37070.0,1.0,1.0,20/03/2013,30,231.0,7.0,137.0,4.0,15.0,39.0,9.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0531479721356641,0.0,11.0,3.0,0.0,14.0,56.0,0.2553455625176653,0.0351758793969849,0.1547220361687876,0.0788863109048723,0.0154440154440154,0.0570342205323193,0.1077348066298342,2,2
6097,Graduation,Single,50664.0,1.0,1.0,16/01/2013,64,313.0,8.0,104.0,6.0,4.0,126.0,9.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0735920449486867,0.0,11.0,3.0,0.0,18.0,63.0,0.841914567887702,0.0402010050251256,0.2096450100468854,0.0597447795823665,0.0231660231660231,0.0152091254752851,0.3480662983425414,2,2
8825,Graduation,Together,51195.0,1.0,1.0,01/04/2013,46,230.0,14.0,156.0,82.0,24.0,58.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0743906180444433,0.0,11.0,3.0,0.0,16.0,60.0,0.5905278513005434,0.0703517587939698,0.1540522438044206,0.089907192575406,0.3166023166023166,0.091254752851711,0.1602209944751381,5,2
8957,2n Cycle,Single,64831.0,1.0,1.0,10/06/2013,51,480.0,86.0,249.0,75.0,86.0,144.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0948978548311416,0.0,11.0,3.0,0.0,12.0,70.0,1.4284835732577388,0.4321608040201005,0.3215003348961822,0.1438515081206496,0.2895752895752896,0.3269961977186312,0.3977900552486187,2,4
6927,PhD,Married,44377.0,1.0,1.0,05/10/2012,70,224.0,0.0,30.0,0.0,0.0,10.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0641369996510942,0.0,11.0,3.0,0.0,0.0,54.0,0.0877544181262262,0.0,0.1500334896182183,0.0168213457076566,0.0,0.0,0.0276243093922651,4,5
1406,Graduation,Single,53201.0,1.0,1.0,12/02/2013,49,280.0,7.0,81.0,20.0,0.0,27.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0774074497395238,0.0,11.0,3.0,0.0,0.0,47.0,-0.4988145872438104,0.0351758793969849,0.1875418620227729,0.0464037122969837,0.0772200772200772,0.0,0.074585635359116,2,2
635,Master,Married,57183.0,1.0,1.0,19/03/2013,51,464.0,5.0,64.0,7.0,0.0,70.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0833959960056306,0.0,11.0,3.0,0.0,16.0,56.0,0.2553455625176653,0.0251256281407035,0.3107836570663094,0.0365429234338747,0.027027027027027,0.0,0.1933701657458563,4,3
2223,2n Cycle,Divorced,64176.0,0.0,1.0,03/08/2012,52,1215.0,33.0,249.0,64.0,116.0,149.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0939127976226283,0.0,11.0,3.0,0.0,12.0,57.0,0.3391411347133848,0.1658291457286432,0.8137977227059611,0.1438515081206496,0.2471042471042471,0.4410646387832699,0.4116022099447514,3,4
8897,Graduation,Single,42720.0,1.0,1.0,24/04/2013,9,392.0,5.0,91.0,28.0,26.0,112.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0616450304991758,0.0,11.0,3.0,0.0,16.0,57.0,0.3391411347133848,0.0251256281407035,0.2625586068318821,0.0522041763341067,0.1081081081081081,0.0988593155893536,0.3093922651933701,2,2
7129,PhD,Married,54693.0,0.0,1.0,17/02/2013,72,686.0,17.0,142.0,23.0,26.0,35.0,8.0,8.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0796512747091449,0.0,11.0,3.0,0.0,12.0,60.0,0.5905278513005434,0.0854271356783919,0.4594775619557937,0.0817865429234338,0.0888030888030888,0.0988593155893536,0.0966850828729281,4,5
4478,Graduation,Married,63777.0,1.0,1.0,24/03/2013,87,457.0,5.0,106.0,15.0,17.0,53.0,8.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0933127398727095,0.0,11.0,3.0,0.0,16.0,43.0,-0.8339968760266886,0.0251256281407035,0.3060951105157401,0.0609048723897911,0.0579150579150579,0.0646387832699619,0.1464088397790055,4,2
610,PhD,Together,53593.0,1.0,1.0,07/08/2012,60,349.0,4.0,78.0,6.0,0.0,43.0,8.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0779969801604966,0.0,11.0,3.0,0.0,16.0,69.0,1.3446880010620192,0.0201005025125628,0.2337575351640991,0.0446635730858468,0.0231660231660231,0.0,0.1187845303867403,5,5
6892,Graduation,Divorced,61671.0,0.0,1.0,03/06/2014,23,641.0,7.0,56.0,0.0,0.0,28.0,8.0,8.0,8.0,6.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0.0901455177641156,0.0,11.0,3.0,0.0,16.0,54.0,0.0877544181262262,0.0351758793969849,0.4293369055592766,0.0319025522041763,0.0,0.0,0.0773480662983425,3,2
6658,Graduation,Together,59868.0,0.0,1.0,22/07/2013,37,771.0,51.0,154.0,54.0,10.0,154.0,7.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0874339786084675,0.0,11.0,3.0,0.0,12.0,50.0,-0.2474278706566518,0.2562814070351759,0.5164099129269926,0.0887470997679814,0.2084942084942085,0.0380228136882129,0.4254143646408839,5,2
5314,Graduation,Together,40689.0,0.0,1.0,18/03/2013,69,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.058590601200717,0.0,11.0,3.0,0.0,16.0,71.0,1.5122791454534583,0.0150753768844221,0.1808439383791024,0.0150812064965197,0.1505791505791505,0.0228136882129277,0.2734806629834254,5,2
1710,Graduation,Single,30168.0,1.0,0.0,07/03/2013,51,154.0,20.0,66.0,0.0,12.0,27.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0427680257949637,0.0,11.0,3.0,0.0,18.0,44.0,-0.7502013038309691,0.100502512562814,0.1031480241125251,0.0377030162412993,0.0,0.0456273764258555,0.074585635359116,2,2
1409,Graduation,,40689.0,0.0,1.0,18/03/2013,69,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.058590601200717,0.0,11.0,3.0,0.0,16.0,71.0,1.5122791454534583,0.0150753768844221,0.1808439383791024,0.0150812064965197,0.1505791505791505,0.0228136882129277,0.2734806629834254,0,2
5995,Graduation,Divorced,39552.0,1.0,1.0,18/12/2012,54,165.0,3.0,147.0,4.0,24.0,41.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0568806621990687,0.0,11.0,3.0,0.0,16.0,60.0,0.5905278513005434,0.0150753768844221,0.1105157401205626,0.0846867749419953,0.0154440154440154,0.091254752851711,0.1132596685082872,3,2
11171,Master,Married,56962.0,2.0,1.0,11/10/2013,60,292.0,3.0,77.0,10.0,3.0,26.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0830636331917658,0.0,11.0,3.0,0.0,14.0,57.0,0.3391411347133848,0.0150753768844221,0.1955793703951774,0.0440835266821345,0.0386100386100386,0.0114068441064638,0.0718232044198895,4,3
3298,Master,Married,52973.0,0.0,1.0,08/11/2012,92,856.0,0.0,76.0,12.0,9.0,199.0,7.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.077064559596713,0.0,11.0,3.0,0.0,16.0,66.0,1.0933012844748606,0.0,0.5733422638981915,0.0435034802784222,0.0463320463320463,0.0342205323193916,0.5497237569060773,4,3
4093,Master,Together,53253.0,1.0,1.0,11/02/2013,61,216.0,9.0,57.0,20.0,9.0,125.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0774856527545508,0.0,11.0,3.0,0.0,10.0,47.0,-0.4988145872438104,0.0452261306532663,0.144675150703282,0.0324825986078886,0.0772200772200772,0.0342205323193916,0.3453038674033149,5,3
4381,PhD,Married,46463.0,1.0,1.0,18/08/2013,56,163.0,2.0,40.0,8.0,11.0,11.0,7.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0672741436769854,0.0,11.0,3.0,0.0,12.0,51.0,-0.1636322984609323,0.0100502512562814,0.1091761553918285,0.0226218097447795,0.0308880308880308,0.0418250950570342,0.0303867403314917,4,5
564,PhD,Together,56937.0,1.0,0.0,04/08/2012,81,746.0,8.0,125.0,11.0,8.0,8.0,7.0,7.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0830260355883874,0.0,11.0,3.0,0.0,12.0,41.0,-1.0015880204181276,0.0402010050251256,0.4996651038178165,0.0719257540603248,0.0424710424710424,0.0304182509505703,0.0220994475138121,5,5
10581,Graduation,Married,41124.0,1.0,0.0,31/10/2012,41,281.0,7.0,84.0,15.0,0.0,119.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0592447994995007,0.0,11.0,3.0,0.0,16.0,45.0,-0.6664057316352495,0.0351758793969849,0.18821165438714,0.0481438515081206,0.0579150579150579,0.0,0.3287292817679558,4,2
4001,PhD,Together,64014.0,2.0,1.0,10/06/2014,56,406.0,0.0,30.0,0.0,0.0,8.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0936691651527365,0.0,11.0,3.0,0.0,14.0,76.0,1.931257006432056,0.0,0.2719356999330207,0.0168213457076566,0.0,0.0,0.0220994475138121,5,5
773,Master,Divorced,42835.0,1.0,1.0,30/06/2013,64,379.0,4.0,93.0,12.0,9.0,98.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0618179794747163,0.0,11.0,3.0,0.0,12.0,51.0,-0.1636322984609323,0.0201005025125628,0.2538513060951105,0.0533642691415313,0.0463320463320463,0.0342205323193916,0.2707182320441988,3,3
6059,PhD,Together,64504.0,1.0,2.0,04/03/2013,81,986.0,36.0,168.0,16.0,0.0,108.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0944060781789525,0.0,11.0,3.0,0.0,14.0,69.0,1.3446880010620192,0.1809045226130653,0.6604152712659076,0.0968677494199535,0.0617760617760617,0.0,0.2983425414364641,5,5
9384,Graduation,Married,66373.0,1.0,1.0,12/06/2013,57,328.0,9.0,124.0,12.0,24.0,109.0,7.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0972168750075195,0.0,11.0,3.0,0.0,6.0,44.0,-0.7502013038309691,0.0452261306532663,0.2196918955123911,0.0713457076566125,0.0463320463320463,0.091254752851711,0.3011049723756906,4,2
955,Master,Together,47175.0,1.0,1.0,28/10/2012,81,167.0,2.0,44.0,6.0,2.0,19.0,7.0,7.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1,2.0,0.0683449234212014,0.0,11.0,3.0,0.0,16.0,60.0,0.5905278513005434,0.0100502512562814,0.1118553248492967,0.0249419953596287,0.0231660231660231,0.0076045627376425,0.0524861878453038,5,3
2632,Graduation,Married,50501.0,1.0,1.0,18/06/2013,10,297.0,0.0,38.0,13.0,0.0,152.0,7.0,7.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1,3.0,0.0733469085746598,0.0,11.0,3.0,0.0,12.0,68.0,1.2608924288662997,0.0,0.1989283322170127,0.0214617169373549,0.0501930501930502,0.0,0.4198895027624309,4,2
246,Graduation,Married,66480.0,1.0,1.0,31/05/2014,71,199.0,9.0,57.0,20.0,21.0,6.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0973777927499789,0.0,11.0,3.0,0.0,8.0,57.0,0.3391411347133848,0.0452261306532663,0.1332886805090422,0.0324825986078886,0.0772200772200772,0.0798479087452471,0.0165745856353591,4,2
6439,Graduation,Married,61074.0,0.0,1.0,17/08/2012,37,789.0,0.0,133.0,0.0,28.0,152.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0892476869954401,0.0,11.0,3.0,0.0,14.0,64.0,0.9257101400834216,0.0,0.5284661754855995,0.0765661252900232,0.0,0.1064638783269961,0.4198895027624309,4,2
5136,Graduation,Single,65333.0,0.0,1.0,17/01/2014,58,654.0,7.0,92.0,0.0,15.0,30.0,7.0,7.0,7.0,8.0,0.0,1.0,1.0,0.0,0.0,0,2.0,0.0956528147069793,0.0,11.0,3.0,0.0,12.0,49.0,-0.3312234428523714,0.0351758793969849,0.4380442062960482,0.052784222737819,0.0,0.0570342205323193,0.0828729281767955,2,2
2350,Graduation,Married,59666.0,1.0,1.0,22/03/2013,87,623.0,53.0,178.0,23.0,17.0,133.0,7.0,7.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0,2.0,0.0871301899731703,0.0,11.0,3.0,0.0,16.0,50.0,-0.2474278706566518,0.2663316582914573,0.4172806430006698,0.1026682134570765,0.0888030888030888,0.0646387832699619,0.3674033149171271,4,2
3310,2n Cycle,Married,35688.0,2.0,1.0,22/08/2012,94,73.0,3.0,90.0,12.0,1.0,32.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0510695766209078,0.0,11.0,3.0,0.0,16.0,49.0,-0.3312234428523714,0.0150753768844221,0.0488948425987943,0.0516241299303944,0.0463320463320463,0.0038022813688212,0.0883977900552486,4,4
1456,Graduation,Single,60474.0,0.0,1.0,01/04/2013,25,265.0,199.0,303.0,234.0,9.0,170.0,7.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0883453445143592,0.0,11.0,3.0,0.0,0.0,43.0,-0.8339968760266886,1.0,0.1774949765572672,0.1751740139211137,0.9034749034749034,0.0342205323193916,0.4696132596685082,2,2
5633,Graduation,Married,50183.0,1.0,1.0,25/06/2014,47,97.0,12.0,84.0,13.0,10.0,15.0,7.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0728686670596869,0.0,11.0,3.0,0.0,10.0,42.0,-0.917792448222408,0.0603015075376884,0.0649698593436034,0.0481438515081206,0.0501930501930502,0.0380228136882129,0.0414364640883977,4,2
7250,Graduation,Together,57867.0,1.0,0.0,01/10/2013,48,344.0,35.0,178.0,15.0,23.0,17.0,7.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0844246664340628,0.0,11.0,3.0,0.0,12.0,44.0,-0.7502013038309691,0.1758793969849246,0.2304085733422639,0.1026682134570765,0.0579150579150579,0.0874524714828897,0.0469613259668508,5,2
5885,2n Cycle,Married,35688.0,2.0,1.0,22/08/2012,94,73.0,3.0,90.0,12.0,1.0,32.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0510695766209078,0.0,11.0,3.0,0.0,16.0,49.0,-0.3312234428523714,0.0150753768844221,0.0488948425987943,0.0516241299303944,0.0463320463320463,0.0038022813688212,0.0883977900552486,4,4
9483,Graduation,Together,57957.0,0.0,1.0,19/08/2013,24,290.0,59.0,177.0,77.0,5.0,29.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0845600178062249,0.0,11.0,3.0,1.0,6.0,63.0,0.841914567887702,0.2964824120603015,0.1942397856664434,0.1020881670533642,0.2972972972972973,0.0190114068441064,0.080110497237569,5,2
9381,Graduation,Married,66373.0,1.0,1.0,12/06/2013,57,328.0,9.0,124.0,12.0,24.0,109.0,7.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0972168750075195,0.0,11.0,3.0,0.0,6.0,44.0,-0.7502013038309691,0.0452261306532663,0.2196918955123911,0.0713457076566125,0.0463320463320463,0.091254752851711,0.3011049723756906,4,2
4865,Master,Divorced,53367.0,1.0,1.0,31/08/2013,2,229.0,7.0,140.0,10.0,3.0,11.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0776570978259561,0.0,11.0,3.0,0.0,14.0,48.0,-0.4150190150480909,0.0351758793969849,0.1533824514400535,0.0806264501160092,0.0386100386100386,0.0114068441064638,0.0303867403314917,3,3
5529,PhD,Together,64014.0,2.0,1.0,10/06/2014,56,406.0,0.0,30.0,0.0,0.0,8.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0936691651527365,0.0,11.0,3.0,0.0,14.0,76.0,1.931257006432056,0.0,0.2719356999330207,0.0168213457076566,0.0,0.0,0.0220994475138121,5,5
1357,Graduation,Together,74854.0,1.0,2.0,08/04/2013,90,856.0,59.0,487.0,58.0,29.0,73.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.1099714859775978,0.0,11.0,3.0,0.0,10.0,52.0,-0.0798367262652128,0.2964824120603015,0.5733422638981915,0.2819025522041763,0.2239382239382239,0.1102661596958174,0.2016574585635359,5,2
7230,PhD,Divorced,50611.0,0.0,1.0,04/10/2012,98,459.0,0.0,24.0,6.0,0.0,4.0,6.0,6.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.0735123380295246,0.0,11.0,3.0,0.0,12.0,62.0,0.7581189956919825,0.0,0.3074346952444742,0.0133410672853828,0.0231660231660231,0.0,0.011049723756906,3,5
